engine_id,cylinder,n_cylinders,mV_0,mV_1,mV_2,mV_3,mV_4,mV_5,mV_6,mV_7,mV_8,mV_9,mV_10,mV_11,mV_12,mV_13,mV_14,mV_15,mV_16,mV_17,mV_18,mV_19,mV_20
train_0015,10,12,39.342,38.075,,20.534,31.689,39.334,44.585,47.811,50.578,50.798,51.108,48.757,44.976,40.842,,38.473,32.844,27.941,10.895,20.568,22.914
train_0015,11,12,36.658,36.268,36.452,25.665,35.853,41.54,46.828,50.526,53.548,55.015,55.313,53.4,50.069,46.355,43.747,40.537,34.621,,17.346,20.671,27.313
train_0015,12,12,40.03,40.36,40.111,26.99,38.09,44.74,50.056,54.074,57.785,59.554,60.427,59.426,56.907,52.74,47.923,,36.54,30.722,18.672,21.915,29.484
train_0016,1,8,32.906,26.109,26.38,35.208,44.938,52.306,57.463,60.897,62.351,63.019,59.613,52.219,44.384,38.069,33.392,30.031,28.677,31.196,35.616,40.097,39.38
train_0016,2,8,31.501,24.93,28.661,39.118,49.119,56.172,60.563,62.614,63.595,,59.496,51.273,43.124,36.734,32.149,29.437,29.751,33.017,37.953,40.606,38.769
train_0016,3,8,28.506,23.163,21.684,30.188,40.162,47.521,53.287,57.901,59.429,59.241,55.499,48.533,41.168,34.489,28.834,25.029,24.816,28.755,33.87,37.596,36.791
train_0016,4,8,31.416,24.793,23.235,30.494,39.382,47.105,,,57.722,57.581,54.365,47.823,40.624,34.52,30.017,26.854,25.982,,33.625,37.299,36.064
train_0016,5,8,32.584,26.91,23.69,31.861,41.638,47.239,48.475,52.532,51.69,48.853,46.377,39.87,,26.156,20.808,20.994,23.632,25.671,29.515,31.331,28.607
train_0016,6,8,29.6,23.983,28.572,38.586,47.978,55.246,61.033,64.76,65.812,65.298,59.225,51.118,43.394,37.69,33.425,,29.454,32.557,37.42,40.27,39.807
train_0016,7,8,30.668,24.975,28.249,36.721,44.999,51.482,56.356,59.194,60.023,60.125,55.329,47.897,40.221,34.533,31.077,28.779,28.641,31.552,35.784,38.77,38.101
train_0016,8,8,34.05,27.524,25.014,33.873,44.511,52.485,58.636,63.577,65.356,65.28,62.411,55.192,47.224,40.622,35.769,,30.904,33.18,37.187,41.089,39.635
train_0017,1,8,41.586,38.434,30.591,29.03,38.474,48.36,55.895,61.597,63.959,63.914,61.476,53.843,44.919,37.865,33.379,30.75,31.712,34.919,38.665,37.186,36.106
train_0017,2,8,46.08,55.241,54.557,,51.459,44.343,39.831,38.109,36.653,35.122,31.967,27.006,22.387,19.449,18.34,17.642,19.026,21.123,22.597,22.419,21.705
train_0017,3,8,39.867,35.33,25.627,23.388,33.662,41.046,41.543,46.02,44.279,39.895,37.83,31.272,25.755,18.932,14.707,18.177,24.831,27.443,28.963,25.032,22.299
train_0017,4,8,35.319,33.306,25.127,22.132,,,47.357,52.06,53.872,53.428,50.942,43.837,36.171,30.094,26.101,24.047,25.257,28.305,31.615,30.673,31.207
train_0017,5,8,33.29,32.812,25.659,22.091,30.408,40.063,46.914,51.893,54.198,54.094,51.382,,35.79,29.51,25.202,22.988,24.737,28.595,31.696,31.426,32.237
train_0017,6,8,32.736,26.556,20.647,25.252,34.947,43.032,,52.859,53.315,53.013,,41.473,34.032,28.73,25.315,23.54,24.976,,,29.817,30.174
train_0017,7,8,36.528,36.887,29.164,,31.786,41.004,48.001,53.299,56.212,57.181,55.622,48.103,,,27.973,25.347,26.391,29.821,33.344,32.311,32.296
train_0017,8,8,37.669,32.599,,28.184,37.152,45.283,51.31,54.929,55.53,55.828,52.732,45.923,37.834,,27.36,26.361,28.88,32.832,35.347,34.632,34.943
train_0018,1,12,37.201,28.573,,42.196,47.283,51.234,54.75,57.772,60.732,61.77,60.795,59.632,57.064,53.089,46.284,36.019,30.19,32.938,37.669,40.598,40.712
train_0018,2,12,34.506,29.058,26.83,42.072,47.554,51.156,54.343,56.91,59.44,60.803,60.297,59.073,56.047,51.718,,36.604,30.852,32.681,36.52,39.726,40.468
train_0018,3,12,38.365,32.246,29.793,,50.574,53.449,55.696,58.131,61.302,63.275,63.076,61.568,57.927,53.067,46.086,36.456,32.822,35.216,39.069,40.573,41.199
train_0018,4,12,38.382,34.229,28.45,43.344,49.309,53.18,56.78,59.753,62.063,63.07,62.586,,56.78,52.272,46.19,37.011,33.31,36.338,40.99,42.171,41.698
train_0018,5,12,35.255,25.88,,18.423,32.687,41.751,45.674,45.04,43.337,39.896,38.605,36.741,32.998,27.514,24.689,20.745,,33.169,42.74,36.677,29.892
train_0018,6,12,35.889,29.297,27.591,42.906,48.886,52.811,55.666,58.412,61.48,62.571,61.766,60.008,56.446,51.776,44.551,34.652,32.711,35.868,40.244,40.599,39.905
train_0018,7,12,37.664,32.159,26.721,41.103,46.776,50.81,53.788,56.281,59.145,,60.453,58.958,55.043,49.361,41.169,31.505,32.044,35.481,39.868,39.806,38.754
train_0018,8,12,37.657,33.833,25.434,39.785,46.361,50.754,55.149,58.508,61.077,62.64,62.635,60.953,56.483,50.971,43.513,33.28,31.083,34.533,39.49,40.417,40.662
train_0018,9,12,35.859,31.915,24.155,39.757,47.496,51.715,54.7,57.752,61.022,62.154,61.536,60.224,56.549,51.061,42.822,32.038,29.897,32.871,38.076,38.812,38.36
train_0018,10,12,34.466,24.857,21.283,46.015,51.417,54.682,57.507,58.48,56.284,46.356,53.447,60.899,62.165,59.112,53.539,45.253,44.222,44.83,45.498,45.434,44.835
train_0018,11,12,39.465,30.892,31.14,46.039,52.085,56.446,59.326,61.393,63.802,64.992,64.823,62.982,58.502,52.381,43.816,,32.993,36.982,42.035,,
train_0018,12,12,34.902,26.809,33.07,45.879,50.988,,57.679,59.775,61.742,62.231,61.618,59.564,55.952,51.232,43.453,32.86,32.009,35.352,39.827,39.88,39.448
train_0019,1,8,34.795,,20.944,32.081,44.579,53.216,58.397,59.954,54.537,39.019,,46.566,44.429,40.428,38.64,41.901,46.127,48.606,45.271,42.97,42.674
train_0019,2,8,35.243,29.501,,32.965,43.269,51.25,57.024,59.883,60.535,58.277,50.109,41.022,33.944,28.897,26.008,27.838,32.225,35.78,35.484,35.847,35.927
train_0019,3,8,39.835,31.735,27.407,35.814,,54.138,,63.014,63.049,60.478,52.624,44.132,37.367,32.974,30.584,32.042,36.079,,39.717,39.222,38.18
train_0019,4,8,44.493,35.136,28.639,36.029,47.136,56.345,63.296,67.141,67.594,,58.272,48.491,40.212,34.609,31.543,32.302,35.969,,41.129,40.979,41.379
train_0019,5,8,34.033,29.612,24.008,,,46.83,53.406,57.923,58.625,57.801,51.537,42.905,35.036,29.584,26.277,26.158,29.411,33.856,35.063,34.356,33.775
train_0019,6,8,37.17,31.47,24.623,28.7,38.393,46.488,52.784,,58.789,58.854,52.309,43.166,35.173,29.888,27.119,27.342,30.322,34.459,34.546,,33.201
train_0019,7,8,38.236,30.249,29.393,39.816,50.139,57.57,62.942,65.144,65.268,62.624,54.24,44.489,,31.907,29.989,31.9,35.923,,40.221,39.097,38.235
train_0019,8,8,37.546,30.875,29.307,31.878,41.77,49.291,50.269,54.33,52.529,47.74,40.81,32.131,25.706,,16.84,,,32.249,32.235,30.479,29.511
train_0020,1,12,39.835,36.376,27.374,32.77,,50.772,57.616,,62.939,64.355,62.695,61.647,58.375,53.697,49.383,41.529,,23.493,15.328,25.042,25.252
train_0020,2,12,38.368,34.801,25.864,33.528,42.689,50.849,57.168,60.816,63.345,64.576,62.56,61.533,58.689,53.886,50.098,43.039,37.17,27.492,13.087,23.579,23.833
train_0020,3,12,,32.662,24.692,33.434,41.971,49.855,54.669,56.578,58.17,59.091,58.487,57.805,54.004,49.362,43.266,36.448,28.183,14.046,18.635,23.224,23.41
train_0020,4,12,40.874,,30.41,39.61,47.523,55.251,,63.274,,65.632,64.736,64.175,60.238,54.925,49.023,42.28,35.553,22.716,19.649,27.236,26.57
train_0020,5,12,37.498,34.309,33.076,45.01,46.585,52.155,,60.925,59.307,48.983,55.452,63.871,65.04,62.665,60.16,,48.143,34.755,29.649,36.221,35.83
train_0020,6,12,42.7,37.725,27.803,35.741,44.703,53.272,59.704,63.061,64.844,65.035,63.206,63.008,60.065,55.154,49.177,41.614,33.728,19.546,19.5,27.061,27.842
train_0020,7,12,42.851,37.652,28.833,,46.684,55.191,,65.492,67.84,67.957,65.829,64.716,,56.445,50.284,42.71,34.466,19.542,20.093,27.744,28.172
train_0020,8,12,39.016,35.556,27.158,34.507,42.196,50.17,,59.14,61.267,61.563,59.551,57.362,52.538,48.327,43.939,38.094,30.594,17.333,20.66,25.098,24.576
train_0020,9,12,38.36,35.004,33.238,44.369,45.583,50.937,55.653,58.643,57.331,47.191,54.085,63.91,66.18,63.585,60.239,54.296,48.041,,30.919,37.083,34.76
train_0020,10,12,,34.352,,35.812,43.854,,58.023,61.645,64.254,64.697,62.414,61.407,58.081,53.056,48.1,40.975,34.374,23.141,15.673,25.632,26.497
train_0020,11,12,42.749,35.239,29.897,39.949,49.671,58.464,63.577,66.108,68.024,68.027,66.174,64.114,59.344,54.453,48.491,41.733,34.059,19.433,,27.322,
train_0020,12,12,44.27,39.704,30.812,39.964,48.737,57.272,63.564,66.771,68.93,69.954,68.07,66.658,62.467,57.265,52.316,45.557,38.65,25.003,20.736,28.964,28.194
train_0021,1,8,32.457,27.6,27.058,37.146,47.688,55.209,60.011,62.043,62.465,61.231,54.452,46.426,38.759,32.175,28.288,29.105,33.092,37.176,37.617,36.461,37.016
train_0021,2,8,32.312,28.065,34.959,44.518,52.166,58.216,63.087,65.127,,63.735,56.589,47.929,40.339,34.781,31.143,30.24,33.255,37.958,41.33,40.534,40.794
train_0021,3,8,36.075,29.869,27.878,37.996,48.952,57.229,,67.171,67.616,66.377,58.835,49.462,41.369,35.69,31.999,30.997,33.598,38.197,40.709,40.336,40.985
train_0021,4,8,38.945,32.606,31.764,41.881,52.374,60.068,65.567,68.263,68.853,67.699,60.162,50.335,41.561,35.302,31.412,31.121,34.919,40.414,42.358,41.273,41.212
train_0021,5,8,38.226,30.727,30.066,40.109,50.924,59.199,65.041,68.265,68.885,67.886,,52.24,44.369,38.502,34.305,31.843,33.664,38.04,42.432,41.212,40.542
train_0021,6,8,37.155,30.102,31.923,42.542,52.71,60.035,65.009,67.053,67.385,66.336,58.945,49.606,41.717,36.241,32.701,31.765,34.475,38.91,41.643,39.599,38.117
train_0021,7,8,29.425,25.524,23.455,31.417,40.621,47.97,53.84,57.471,57.728,56.464,50.651,43.413,36.218,30.764,27.563,25.838,26.702,29.312,33.052,32.818,33.156
train_0021,8,8,32.04,26.1,31.45,41.713,50.238,56.558,61.374,62.829,62.371,59.45,52.087,44.095,37.548,32.357,28.535,28.427,32.271,,38.123,36.052,35.367
train_0022,1,8,37.448,37.909,33.55,29.653,39.908,45.7,51.32,56.398,59.995,60.535,60.59,59.09,56.712,52.889,49.335,45.306,38.372,31.255,16.69,22.117,30.018
train_0022,2,8,34.157,34.281,31.925,26.084,37.712,43.33,47.739,51.854,56.139,58.115,58.29,55.975,53.002,49.214,45.763,42.199,36.399,30.027,21.398,19.257,28.388
train_0022,3,8,41.203,40.909,34.727,32.388,42.809,48.146,52.765,56.883,60.999,63.544,64.354,61.571,57.652,53.236,49.838,45.973,39.457,32.999,21.953,22.353,31.434
train_0022,4,8,34.621,36.017,25.801,34.8,40.534,45.193,49.171,53.004,55.938,57.47,57.721,55.882,52.372,47.694,43.676,39.096,32.085,27.017,9.802,23.881,29.157
train_0022,5,8,39.871,40.583,,,45.726,51.202,56.23,61.008,,66.343,66.769,,60.649,55.825,,47.288,39.856,,14.405,28.721,34.429
train_0022,6,8,37.626,37.14,32.657,32.501,40.427,44.277,48.78,53.395,56.642,57.496,58.225,57.084,54.605,50.675,46.751,42.211,36.178,,17.336,,28.802
train_0022,7,8,38.774,39.149,39.021,28.255,39.141,44.637,49.589,54.141,58.458,60.375,60.819,58.875,55.662,51.202,47.005,43.108,37.697,32.35,18.563,24.874,31.33
train_0022,8,8,39.582,39.361,38.738,30.43,42.018,47.122,51.243,55.615,60.197,62.227,63.111,61.813,58.971,54.471,49.985,45.447,38.993,32.679,20.91,24.798,32.726
train_0023,1,8,33.505,34.205,31.116,24.038,40.045,46.256,49.258,51.584,54.697,57.478,57.689,56.351,52.199,46.683,38.377,28.542,30.112,34.397,36.839,36.88,36.78
train_0023,2,8,34.917,34.223,30.769,21.026,35.152,43.776,48.215,51.234,53.992,56.633,57.196,56.594,53.353,48.174,39.392,27.725,28.142,32.475,36.224,36.513,35.914
train_0023,3,8,33.952,33.949,33.299,25.291,32.152,42.586,46.839,,52.265,55.526,57.138,56.529,53.184,48.382,40.853,29.431,27.378,31.775,36.532,,36.774
train_0023,4,8,32.948,32.469,30.628,21.367,31.72,41.597,44.97,46.934,49.683,53.625,55.209,54.418,50.96,45.923,38.797,28.402,26.893,30.649,34.89,34.68,33.817
train_0023,5,8,31.399,32.778,29.573,22.346,36.531,42.084,,48.673,51.372,54.115,54.554,53.042,49.129,44.4,37.146,27.528,28.329,31.904,35.111,35.512,35.338
train_0023,6,8,34.053,33.772,26.928,26.052,,45.216,49.349,52.51,55.256,57.309,57.05,55.355,,,38.074,27.934,27.729,31.094,,35.686,35.222
train_0023,7,8,,32.964,,21.083,34.893,41.241,45.221,48.307,50.815,52.526,52.342,51.523,48.297,43.397,35.212,25.238,27.195,31.818,34.446,33.618,31.879
train_0023,8,8,30.028,30.473,26.579,20.277,36.014,41.765,45.178,47.576,50.51,53.633,54.04,52.037,47.229,41.427,32.832,23.84,26.628,31.66,34.064,33.807,33.208
train_0024,1,8,36.856,30.814,24.663,28.808,38.438,47.027,53.822,58.497,59.05,57.757,53.175,46.147,38.495,32.076,,25.527,27.906,31.926,34.876,33.564,33.994
train_0024,2,8,39.357,30.886,25.469,32.484,42.307,49.977,55.559,58.491,58.807,58.467,52.844,45.023,37.285,31.383,27.698,27.163,30.265,34.912,36.186,,36.212
train_0024,3,8,31.883,24.381,19.614,26.827,36.621,43.842,49.058,52.308,52.74,51.187,44.005,35.692,29.229,,22.375,23.182,26.792,31.162,31.081,31.071,31.651
train_0024,4,8,30.755,25.71,19.314,22.424,31.088,38.784,44.778,49.18,50.8,50.618,44.085,35.668,29.251,24.829,21.492,21.628,25.255,29.935,29.823,29.168,28.744
train_0024,5,8,37.356,29.686,24.078,30.511,40.21,48.321,54.375,57.487,57.945,57.104,50.618,42.58,35.639,30.726,27.947,28.844,32.454,36.925,36.296,35.382,35.008
train_0024,6,8,34.231,,21.569,26.715,,,49.288,52.378,53.335,53.604,48.546,41,33.698,,24.942,24.763,28.245,33.095,34.376,32.91,32.257
train_0024,7,8,32.947,26.885,21.404,26.822,,,49.476,52.935,53.091,52.065,46.752,39.624,32.786,27.786,24.695,23.885,26.355,30.2,32.45,31.947,32.416
train_0024,8,8,32.546,25.667,16.979,18.645,30.847,40.273,45.609,47.848,47.998,47.139,41.177,32.642,25.309,20.225,19.108,20.887,25.209,32.432,,32.845,30.32
train_0025,1,8,34.406,28.5,24.108,29.262,36.835,43.426,49.595,54.487,56.109,56.081,54.307,48.707,42.33,36.054,30.701,,26.38,28.999,,36.704,35.605
train_0025,2,8,30.792,24.947,21.689,28.653,37.754,45.42,51.448,55.579,57.138,57.821,54.059,46.009,37.779,32.15,28.239,25.242,25.562,,33.824,35.421,34.539
train_0025,3,8,36.372,31.699,25.741,,39.07,47.904,54.987,60.519,62.795,63.023,60.523,53.049,44.84,38.37,34.174,31.532,31.124,33.869,38.758,40.412,38.905
train_0025,4,8,36.586,28.571,18.854,22.27,29.934,35.201,41.73,44.9,43.202,41.081,37.566,29.585,22.483,17.125,13.926,12.94,14.995,19.322,25.635,25.504,23.036
train_0025,5,8,45.291,54.513,61.839,61.748,53.345,43.881,37.545,34.552,32.211,29.905,26.9,,20.028,17.6,15.653,15.415,15.755,17.404,19.505,20.392,20.883
train_0025,6,8,32.017,,25.244,33.305,42.368,49.593,55.057,58.576,59.503,59.523,55.409,48.794,41.676,35.839,31.722,29.473,30.502,,38.255,39.711,38.929
train_0025,7,8,36.126,28.653,21.24,23.964,27.278,38.261,,48.602,47.775,45.869,42.197,35.788,27.886,21.717,20.675,,23.085,29.519,36.319,34.101,
train_0025,8,8,34.495,27.96,25.276,32.377,41.148,47.938,53.023,56.605,57.753,,54.731,48.139,41.009,34.709,30.06,27.674,27.746,30.225,34.425,37.48,37.03
train_0026,1,8,38.326,36.522,28.501,26.472,35.689,45.347,52.958,58.545,60.601,60.849,56.981,48.742,39.558,32.43,28.098,26.55,29.486,34.344,35.922,34.162,34.105
train_0026,2,8,44.49,41.779,32.583,31.281,43.324,55.073,63.061,68.514,70.855,71.257,65.769,55.432,45.462,38.328,34.032,32.543,35.514,40.505,42.264,41.338,42.61
train_0026,3,8,41.925,37.295,29.495,30.954,40.708,49.237,49.221,52.72,50.852,45.936,42.672,35.279,28.663,21.632,17.2,21.01,28.192,31.775,33.842,30.388,
train_0026,4,8,45.298,39.933,31.769,33.244,44.317,54.953,62.866,68.304,70.18,70.987,67.768,58.858,48.675,40.55,35.174,32.528,34.596,,43.769,43.113,43.342
train_0026,5,8,40.384,38.057,30.851,30.206,40.238,49.802,56.251,60.934,63.388,64.477,61.453,52.734,,36.425,31.879,29.637,31.652,35.789,39.399,37.883,37.182
train_0026,6,8,45.099,36.214,38.915,11.137,32.259,48.24,57.293,59.104,56.429,51.404,40.214,,11.814,3.546,8.281,16.4,27.593,,56.373,59.439,48.698
train_0026,7,8,41.308,37.262,29.633,29.974,40.607,51.012,58.723,64.648,67.403,67.607,,55.811,46.823,39.693,34.661,31.552,32.396,35.922,40.494,40.216,40.329
train_0026,8,8,37.499,33.698,27.036,28.921,39.14,48.614,55.74,60.255,61.017,60.846,56.385,48.592,40.207,33.044,28.106,26.862,30.034,34.821,36.649,35.802,35.439
train_0027,1,8,36.975,36.061,27.409,38.493,44.484,49.427,53.139,56.635,58.987,60.003,59.638,,54.581,50.702,47.506,43.819,,31.749,18.8,23.349,30.413
train_0027,2,8,35.561,29.067,27.436,37.142,42.935,48.06,52.249,55.867,57.485,57.969,56.887,54.159,50.286,46.405,43.205,39.138,,28.53,13.921,21.546,27.486
train_0027,3,8,37.871,35.422,27.096,37.882,43.151,47.55,51.252,54.698,56.138,56.545,55.881,,50.343,46.855,43.539,38.975,32.358,28.004,11.335,24.431,27.663
train_0027,4,8,,33.441,23.712,,38.472,42.758,46.947,50.854,53.558,54.955,55.549,53.261,,45.093,,37.98,33.134,27.566,19.757,14.243,23.388
train_0027,5,8,39.209,38.922,28.259,37.336,43.423,48.217,52.458,56.518,59.106,59.756,58.841,55.823,52.092,48.33,45.24,41.257,34.925,30.491,13.725,26.867,31.444
train_0027,6,8,35.853,36.134,25.837,33.236,39.958,44.354,48.109,52.39,55.885,56.99,57.687,56.619,54.011,49.712,45.8,41.849,35.499,28.985,18.947,18.721,26.95
train_0027,7,8,32.728,33.088,23.808,33.915,,43.84,47.454,51.051,53.473,54.451,54.278,52.302,49.323,45.494,41.919,38.034,32.125,27.615,11.325,23.409,27.743
train_0027,8,8,40.76,38.315,28.176,39.313,45.06,,53.767,58.198,60.624,61.655,61.364,58.574,54.457,50.104,46.201,42.423,36.944,32.813,15.442,26.838,31.751
train_0028,1,12,39.081,36.971,27.494,33.862,45.055,49.739,53.037,55.75,58.963,61.306,61.334,59.935,,50.052,42.53,33.102,33.591,37.252,41.082,40.333,39.274
train_0028,2,12,39.804,37.34,28.239,36.911,46.299,,53.468,56.302,59.48,61.469,60.868,58.714,54.739,49.783,42.312,,32.851,36.656,,41.341,41.039
train_0028,3,12,22.105,34.282,50.332,62.105,60.203,47.028,34.877,27.783,24.388,22.787,20.494,19.053,19.158,22.402,31.4,40.926,46.896,45.562,36.391,25.398,19.585
train_0028,4,12,34.956,34.407,29.606,23.375,36.108,,45.159,48.691,51.488,53.186,53.303,53.026,,47.006,41.788,33.335,28.233,30.638,34.933,35.791,35.668
train_0028,5,12,35.915,34.28,25.881,31.321,42.347,46.606,49.596,52.485,55.739,58.218,58.4,57.478,54.543,50.431,,35.106,30.683,33.063,37.366,38.175,37.608
train_0028,6,12,32.788,30.935,22.824,29.514,38.616,42.608,45.91,48.534,50.508,51.914,52.322,52.181,49.585,45.248,38.726,29.9,28.01,31.207,34.9,34.273,32.935
train_0028,7,12,30.51,28.848,,29.996,44.316,47.697,50.139,50.546,46.922,38.269,51.342,59.868,,58.034,53.289,45.653,43.459,44.701,46.642,44.41,
train_0028,8,12,32.18,30.26,22.261,31.536,39.438,43.322,46.516,49.137,51.684,53.138,52.991,52.498,50.285,46.508,39.883,30.379,27.828,,34.302,34.787,34.148
train_0028,9,12,34.425,34.201,27.653,29.059,,46.218,49.294,52.029,,57.553,57.783,,54.086,50.745,45.17,35.729,29.135,31.981,36.029,37.154,36.423
train_0028,10,12,33.376,32.939,26.412,26.778,39.953,45.269,48.543,50.677,53.083,,55.713,55.537,53.432,49.541,,34.932,29.38,31.274,35.352,36.671,36.142
train_0028,11,12,38.088,35.459,25.295,19.722,,26.468,30.494,31.832,30.076,28.916,28.86,26.855,24.159,21.422,17.571,10.953,10.888,14.169,18.871,16.161,13.206
train_0028,12,12,37.147,35.775,26.521,18.214,19.5,17.266,20.64,21.649,18.725,16.829,,14.051,11.492,9.343,6.15,1,1.412,5.336,11.305,8.689,5.323
train_0029,1,8,41.48,36.288,26.354,33.744,41.546,49.976,57.058,61.134,63.895,65.37,63.99,62.891,61.015,56.658,52.216,46.317,39.695,32.139,18.786,14.488,24.477
train_0029,2,8,,28.056,23.567,32.168,39.52,46.781,,54.658,57.009,58.268,56.021,54.365,51.191,47.129,,38.746,32.751,24.26,10.117,13.522,18.256
train_0029,3,8,42.522,37.442,28.045,35.64,43.89,52.317,58.83,62.247,64.541,,64.923,63.777,61.818,57.354,52.594,46.792,40.03,33.097,21.438,15.566,25.181
train_0029,4,8,,33.024,20.856,34.906,42.062,47.861,44.603,46.929,43.246,40.159,,41.729,40.958,34.879,31.718,,32.231,23.522,10.485,6.573,10.085
train_0029,5,8,38.751,38.36,37.14,38.659,37.021,21.691,23.894,40.159,42.458,42.165,41.582,41.7,41.222,40.345,40.476,40.971,40.696,40.728,39.734,42.149,47.591
train_0029,6,8,36.275,,24.512,29.953,36.903,44.499,50.789,53.823,55.798,57.455,56.566,55.568,53.549,49.388,45.594,40.056,34.352,27.512,14.748,13.292,18.974
train_0029,7,8,36.637,33.743,25.789,32.334,39.851,47.719,,56.904,58.756,59.948,58.905,57.606,55.906,51.936,,42.522,36.776,30.951,20.461,13.583,22.385
train_0029,8,8,40.68,36.516,28.235,37.173,45.998,53.764,59.443,62.836,65.584,67.05,66.016,64.953,63.635,59.547,55.093,50.338,43.137,35.943,24.649,14.842,25.711
train_0030,1,8,32.4,29.721,21.918,33.192,39.936,43.408,46.361,49.347,52.695,54.455,53.696,51.619,47.876,44.001,38.377,29.431,26.519,29.099,33.538,34.03,32.952
train_0030,2,8,35.055,31.19,23.504,36.488,43.345,,50.382,52.784,55.173,56.278,55.786,53.506,49.335,44.541,37.324,28.835,30.456,34.145,36.972,35.786,34.584
train_0030,3,8,36.04,34.073,25.799,35.377,43.338,46.973,50.206,52.977,55.34,56.175,55.592,54.042,50.247,45.253,,28.901,29.606,32.834,35.696,35.236,34.219
train_0030,4,8,33.163,29.619,21.716,34.808,42.017,45.624,48.404,51.071,53.561,54.319,53.918,52.421,48.837,43.494,35.109,26.374,27.702,31.283,34.196,34.549,34.357
train_0030,5,8,35.336,34.548,26.487,30.045,41.248,45.402,48.534,50.738,52.87,54.767,54.716,53.097,49.53,45.328,38.35,28.528,28.41,31.901,35.534,35.663,
train_0030,6,8,,40.946,28.706,,39.105,38.696,35.332,39.084,36.921,32.983,35.008,35.09,33.804,27.188,17.585,16.544,23.468,24.298,26.292,24.228,21.72
train_0030,7,8,24.283,27.833,27.055,26.238,24.734,23.979,23.514,23.374,22.68,20.933,18.693,16.761,14.749,,16.259,30.631,51.581,50.515,30.597,17.833,15.427
train_0030,8,8,,30.38,23.567,35.786,41.322,44.029,46.548,48.737,50.669,51.886,52.194,51.218,48.194,,37.969,,27.778,30.527,34.744,34.776,33.646
train_0031,1,16,37.036,31.109,23.467,31.113,38.418,45.959,,55.172,57.045,58.089,57.245,56.292,55.17,51.481,46.43,41.136,34.074,28.582,20.507,9.093,17.663
train_0031,2,16,37.571,31.18,24.646,32.923,40.667,48.098,53.025,55.22,57.387,59.352,58.821,56.986,54.756,50.722,46.434,42.563,35.887,29.995,21.572,9.283,16.233
train_0031,3,16,34.823,27.639,23.493,31.162,38.057,45.154,50.858,53.731,55.229,55.837,54.797,53.665,52.107,47.884,43.093,40.034,34.945,30.418,23.075,10.985,14.985
train_0031,4,16,38.369,32.164,29.091,,44.937,52.595,58.407,60.908,62.327,63.176,61.516,60.222,58.651,,49.748,44.978,38.855,33.911,25.588,12.96,20.393
train_0031,5,16,37.319,33.832,24.119,29.816,38.374,46.889,54.394,58.634,60.755,61.723,60.92,59.217,58.181,54.685,49.546,44.497,37.456,31.715,22.456,,16.826
